_id,t,o
MAC_LVA,0.000,0.496
MAC_MAR,0.000,0.480
MAC_MCO,0.000,0.286
MAC_MDA,0.000,0.480
MAC_MDG,0.000,0.391
MAC_MDV,0.000,0.148
MAC_MEX,0.000,0.568
MAC_MHL,0.000,0.147
MAC_MKD,0.000,0.410
MAC_MLI,0.000,0.779
MAC_MLT,0.000,0.276
MAC_MMR,0.000,0.668
MAC_MNE,0.000,0.304
MAC_MNG,0.000,1.139
MAC_MNP,0.000,0.097
MAC_MOZ,0.000,0.364
MAC_MRT,0.000,0.628
MAC_MSR,0.000,n.a.
MAC_MTQ,0.000,n.a.
MAC_MUS,0.000,0.197
MAC_MWI,0.000,0.836
MAC_MYS,0.000,0.191
MAC_MYT,0.000,n.a.
MAC_NAM,0.000,0.503
MAC_NCL,0.000,0.238
MAC_NER,0.000,0.818
MAC_NFK,0.000,n.a.
MAC_NGA,0.000,0.692
MAC_NIC,0.000,0.572
MAC_NIU,0.000,n.a.
MAC_NLD,0.000,0.450
MAC_NOR,0.000,0.476
MAC_NPL,0.000,0.770
MAC_NRU,0.000,0.145
MAC_NZL,0.000,0.480
MAC_OMN,0.000,0.621
MAC_PAK,0.000,0.769
MAC_PAN,0.000,0.404
MAC_PER,0.000,0.779
MAC_PHL,0.000,0.205
MAC_PLW,0.000,0.086
MAC_PNG,0.000,0.221
MAC_POL,0.000,0.616
MAC_PRI,0.000,0.371
MAC_PRK,0.000,0.321
MAC_PRT,0.000,0.369
MAC_PRY,0.000,0.931
MAC_PSE,0.000,0.253
MAC_PYF,0.000,0.238
MAC_QAT,0.000,0.219
MAC_REU,0.000,n.a.
MAC_ROU,0.000,0.419
MAC_RUS,0.000,3.460
MAC_RWA,0.000,0.690
MAC_SAU,0.000,0.670
MAC_SDN,0.000,0.727
MAC_SEN,0.000,0.436
MAC_SGP,0.000,0.089
MAC_SHN,0.000,n.a.
MAC_SLB,0.000,0.157
MAC_SLE,0.000,0.490
MAC_SLV,0.000,0.345
MAC_SMR,0.000,0.403
MAC_SOM,0.000,0.465
MAC_SPM,0.000,n.a.
MAC_SRB,0.000,0.462
MAC_STP,0.000,0.358
MAC_SUR,0.000,0.453
MAC_SVK,0.000,0.497
MAC_SVN,0.000,0.337
MAC_SWE,0.000,0.620
MAC_SWZ,0.000,0.359
MAC_SYC,0.000,0.188
MAC_SYR,0.000,0.395
MAC_TCA,0.000,0.371
MAC_TCD,0.000,0.983
MAC_TGO,0.000,0.408
MAC_THA,0.000,0.177
MAC_TJK,0.000,0.956
MAC_TKL,0.000,n.a.
MAC_TKM,0.000,0.942
MAC_TLS,0.000,0.192
MAC_TON,0.000,0.197
MAC_TTO,0.000,0.376
MAC_TUN,0.000,0.342
MAC_TUR,0.000,0.529
MAC_TUV,0.000,0.173
MAC_TWN,0.000,n.a.
MAC_TZA,0.000,0.377
MAC_UGA,0.000,0.664
MAC_UKR,0.000,0.376
MAC_URY,0.000,0.710
MAC_USA,0.000,1.930
MAC_UZB,0.000,1.160
MAC_VCT,0.000,0.374
MAC_VEN,0.000,0.529
MAC_VGB,0.000,0.372
MAC_VIR,0.000,0.371
MAC_VNM,0.000,0.654
MAC_VUT,0.000,0.173
MAC_WLF,0.000,n.a.
MAC_WSM,0.000,0.195
MAC_YEM,0.000,0.405
MAC_ZAF,0.000,0.556
MAC_ZMB,0.000,0.926
MAC_ZWE,0.000,0.758
MAR_ABW,0.000,0.323
MAR_AFG,0.000,0.955
MAR_AGO,0.000,0.844
MAR_AIA,0.000,n.a.
MAR_ALB,0.000,0.352
MAR_AND,0.000,0.381
MAR_ANT,0.000,n.a.
MAR_ARE,0.000,0.486
MAR_ARG,0.000,1.121
MAR_ARM,0.000,0.577
MAR_ASM,0.000,0.522
MAR_ATG,0.000,0.305
MAR_AUS,0.000,0.875
MAR_AUT,0.000,0.467
MAR_AZE,0.000,0.728
MAR_BDI,0.000,0.860
MAR_BEL,0.000,0.318
MAR_BEN,0.000,0.384
MAR_BFA,0.000,0.704
MAR_BGD,0.000,0.812
MAR_BGR,0.000,0.472
MAR_BHR,0.000,0.375
MAR_BHS,0.000,0.327
MAR_BIH,0.000,0.354
MAR_BLR,0.000,0.522
MAR_BLZ,0.000,0.394
MAR_BMU,0.000,0.300
MAR_BOL,0.000,1.394
MAR_BRA,0.000,0.883
MAR_BRB,0.000,0.305
MAR_BRN,0.000,0.465
MAR_BTN,0.000,0.813
MAR_BWA,0.000,0.817
MAR_CAF,0.000,0.837
MAR_CAN,0.000,0.805
MAR_CHE,0.000,0.454
MAR_CHL,0.000,0.568
MAR_CHN,0.000,1.139
MAR_CIV,0.000,0.452
MAR_CMR,0.000,0.494
MAR_COD,0.000,0.445
MAR_COG,0.000,0.553
MAR_COK,0.000,n.a.
MAR_COL,0.000,0.750
MAR_COM,0.000,0.385
MAR_CPV,0.000,0.254
MAR_CRI,0.000,0.430
MAR_CUB,0.000,0.390
MAR_CYM,0.000,0.337
MAR_CYP,0.000,0.287
MAR_CZE,0.000,0.533
MAR_DEU,0.000,0.462
MAR_DJI,0.000,0.433
MAR_DMA,0.000,0.306
MAR_DNK,0.000,0.298
MAR_DOM,0.000,0.350
MAR_DZA,0.000,0.462
MAR_ECU,0.000,0.550
MAR_EGY,0.000,0.424
MAR_ERI,0.000,0.562
MAR_ESP,0.000,0.513
MAR_EST,0.000,0.318
MAR_ETH,0.000,0.705
MAR_FIN,0.000,0.351
MAR_FJI,0.000,0.555
MAR_FLK,0.000,n.a.
MAR_FRA,0.000,0.568
MAR_FRO,0.000,0.262
MAR_FSM,0.000,0.512
MAR_GAB,0.000,0.394
MAR_GBR,0.000,0.344
MAR_GEO,0.000,0.471
MAR_GHA,0.000,0.373
MAR_GIB,0.000,0.208
MAR_GIN,0.000,0.337
MAR_GLP,0.000,n.a.
MAR_GMB,0.000,0.260
MAR_GNB,0.000,0.299
MAR_GNQ,0.000,0.343
MAR_GRC,0.000,0.320
MAR_GRD,0.000,0.308
MAR_GRL,0.000,0.340
MAR_GTM,0.000,0.491
MAR_GUF,0.000,n.a.
MAR_GUM,0.000,0.510
MAR_GUY,0.000,0.385
MAR_HKG,0.000,0.481
MAR_HND,0.000,0.495
MAR_HRV,0.000,0.389
MAR_HTI,0.000,0.343
MAR_HUN,0.000,0.504
MAR_IDN,0.000,0.550
MAR_IND,0.000,0.936
MAR_IRL,0.000,0.288
MAR_IRN,0.000,0.995
MAR_IRQ,0.000,0.677
MAR_ISL,0.000,0.331
MAR_ISR,0.000,0.308
MAR_ITA,0.000,0.308
MAR_JAM,0.000,0.352
MAR_JOR,0.000,0.437
MAR_JPN,0.000,0.725
MAR_KAZ,0.000,1.442
MAR_KEN,0.000,0.630
MAR_KGZ,0.000,1.520
MAR_KHM,0.000,0.557
MAR_KIR,0.000,0.487
MAR_KNA,0.000,0.307
MAR_KOR,0.000,0.707
MAR_KWT,0.000,0.432
MAR_LAO,0.000,0.752
MAR_LBN,0.000,0.307
MAR_LBR,0.000,0.553
MAR_LBY,0.000,0.390
MAR_LCA,0.000,0.306
MAR_LIE,0.000,0.496
MAR_LKA,0.000,0.456
MAR_LSO,0.000,0.632
MAR_LTU,0.000,0.317
MAR_LUX,0.000,0.359
MAR_LVA,0.000,0.375
MAR_MAC,0.000,0.480
MAR_MCO,0.000,0.229
MAR_MDA,0.000,0.469
MAR_MDG,0.000,0.576
MAR_MDV,0.000,0.373
MAR_MEX,0.000,0.675
MAR_MHL,0.000,0.537
MAR_MKD,0.000,0.384
MAR_MLI,0.000,0.661
MAR_MLT,0.000,0.241
MAR_MMR,0.000,0.969
MAR_MNE,0.000,0.277
MAR_MNG,0.000,1.578
MAR_MNP,0.000,0.513
MAR_MOZ,0.000,0.545
MAR_MRT,0.000,0.510
MAR_MSR,0.000,n.a.
MAR_MTQ,0.000,n.a.
MAR_MUS,0.000,0.402
MAR_MWI,0.000,0.994
MAR_MYS,0.000,0.518
MAR_MYT,0.000,n.a.
MAR_NAM,0.000,0.563
MAR_NCL,0.000,0.615
MAR_NER,0.000,0.753
MAR_NFK,0.000,n.a.
MAR_NGA,0.000,0.629
MAR_NIC,0.000,0.562
MAR_NIU,0.000,n.a.
MAR_NLD,0.000,0.332
MAR_NOR,0.000,0.356
MAR_NPL,0.000,1.041
MAR_NRU,0.000,0.551
MAR_NZL,0.000,0.820
MAR_OMN,0.000,0.767
MAR_PAK,0.000,0.951
MAR_PAN,0.000,0.404
MAR_PER,0.000,0.809
MAR_PHL,0.000,0.623
MAR_PLW,0.000,0.491
MAR_PNG,0.000,0.593
MAR_POL,0.000,0.499
MAR_PRI,0.000,0.310
MAR_PRK,0.000,0.760
MAR_PRT,0.000,0.263
MAR_PRY,0.000,0.930
MAR_PSE,0.000,0.273
MAR_PYF,0.000,0.487
MAR_QAT,0.000,0.387
MAR_REU,0.000,n.a.
MAR_ROU,0.000,0.408
MAR_RUS,0.000,0.945
MAR_RWA,0.000,0.848
MAR_SAU,0.000,0.736
MAR_SDN,0.000,0.786
MAR_SEN,0.000,0.318
MAR_SGP,0.000,0.429
MAR_SHN,0.000,n.a.
MAR_SLB,0.000,0.555
MAR_SLE,0.000,0.378
MAR_SLV,0.000,0.399
MAR_SMR,0.000,0.354
MAR_SOM,0.000,0.619
MAR_SPM,0.000,n.a.
MAR_SRB,0.000,0.436
MAR_STP,0.000,0.317
MAR_SUR,0.000,0.359
MAR_SVK,0.000,0.476
MAR_SVN,0.000,0.316
MAR_SWE,0.000,0.500
MAR_SWZ,0.000,0.539
MAR_SYC,0.000,0.366
MAR_SYR,0.000,0.407
MAR_TCA,0.000,0.320
MAR_TCD,0.000,0.938
MAR_TGO,0.000,0.340
MAR_THA,0.000,0.548
MAR_TJK,0.000,1.138
MAR_TKL,0.000,n.a.
MAR_TKM,0.000,1.110
MAR_TLS,0.000,0.557
MAR_TON,0.000,0.529
MAR_TTO,0.000,0.310
MAR_TUN,0.000,0.293
MAR_TUR,0.000,0.517
MAR_TUV,0.000,0.537
MAR_TWN,0.000,n.a.
MAR_TZA,0.000,0.536
MAR_UGA,0.000,0.820
MAR_UKR,0.000,0.362
MAR_URY,0.000,0.709
MAR_USA,0.000,1.262
MAR_UZB,0.000,1.342
MAR_VCT,0.000,0.308
MAR_VEN,0.000,0.484
MAR_VGB,0.000,0.309
MAR_VIR,0.000,0.309
MAR_VNM,0.000,1.039
MAR_VUT,0.000,0.560
MAR_WLF,0.000,n.a.
MAR_WSM,0.000,0.523
MAR_YEM,0.000,0.518
MAR_ZAF,0.000,0.725
MAR_ZMB,0.000,1.107
MAR_ZWE,0.000,0.938
MCO_ABW,0.000,0.177
MCO_AFG,0.000,0.763
MCO_AGO,0.000,0.699
MCO_AIA,0.000,n.a.
MCO_ALB,0.000,0.170
MCO_AND,0.000,0.199
MCO_ANT,0.000,n.a.
MCO_ARE,0.000,0.292
MCO_ARG,0.000,0.982
MCO_ARM,0.000,0.401
MCO_ASM,0.000,0.376
MCO_ATG,0.000,0.160
MCO_AUS,0.000,0.690
MCO_AUT,0.000,0.278
MCO_AZE,0.000,0.552
MCO_BDI,0.000,0.665
MCO_BEL,0.000,0.173
MCO_BEN,0.000,0.239
MCO_BFA,0.000,0.559
MCO_BGD,0.000,0.618
MCO_BGR,0.000,0.289
MCO_BHR,0.000,0.181
MCO_BHS,0.000,0.181
MCO_BIH,0.000,0.170
MCO_BLR,0.000,0.376
MCO_BLZ,0.000,0.249
MCO_BMU,0.000,0.155
MCO_BOL,0.000,1.248
MCO_BRA,0.000,0.737
MCO_BRB,0.000,0.159
MCO_BRN,0.000,0.269
MCO_BTN,0.000,0.619
MCO_BWA,0.000,0.638
MCO_CAF,0.000,0.691
MCO_CAN,0.000,0.669
MCO_CHE,0.000,0.271
MCO_CHL,0.000,0.423
MCO_CHN,0.000,0.945
MCO_CIV,0.000,0.307
MCO_CMR,0.000,0.349
MCO_COD,0.000,0.300
MCO_COG,0.000,0.407
MCO_COK,0.000,n.a.
MCO_COL,0.000,0.605
MCO_COM,0.000,0.190
MCO_CPV,0.000,0.109
MCO_CRI,0.000,0.285
MCO_CUB,0.000,0.245
MCO_CYM,0.000,0.191
MCO_CYP,0.000,0.096
MCO_CZE,0.000,0.387
MCO_DEU,0.000,0.316
MCO_DJI,0.000,0.238
MCO_DMA,0.000,0.160
MCO_DNK,0.000,0.152
MCO_DOM,0.000,0.205
MCO_DZA,0.000,0.302
MCO_ECU,0.000,0.405
MCO_EGY,0.000,0.231
MCO_ERI,0.000,0.367
MCO_ESP,0.000,0.366
MCO_EST,0.000,0.172
MCO_ETH,0.000,0.510
MCO_FIN,0.000,0.205
MCO_FJI,0.000,0.392
MCO_FLK,0.000,n.a.
MCO_FRA,0.000,0.386
MCO_FRO,0.000,0.121
MCO_FSM,0.000,0.316
MCO_GAB,0.000,0.248
MCO_GBR,0.000,0.198
MCO_GEO,0.000,0.292
MCO_GHA,0.000,0.227
MCO_GIB,0.000,0.061
MCO_GIN,0.000,0.192
MCO_GLP,0.000,n.a.
MCO_GMB,0.000,0.114
MCO_GNB,0.000,0.153
MCO_GNQ,0.000,0.197
MCO_GRC,0.000,0.131
MCO_GRD,0.000,0.163
MCO_GRL,0.000,0.209
MCO_GTM,0.000,0.345
MCO_GUF,0.000,n.a.
MCO_GUM,0.000,0.315
MCO_GUY,0.000,0.240
MCO_HKG,0.000,0.286
MCO_HND,0.000,0.349
MCO_HRV,0.000,0.200
MCO_HTI,0.000,0.198
MCO_HUN,0.000,0.315
MCO_IDN,0.000,0.354
MCO_IND,0.000,0.742
MCO_IRL,0.000,0.145
MCO_IRN,0.000,0.801
MCO_IRQ,0.000,0.482
MCO_ISL,0.000,0.190
MCO_ISR,0.000,0.115
MCO_ITA,0.000,0.122
MCO_JAM,0.000,0.207
MCO_JOR,0.000,0.245
MCO_JPN,0.000,0.532
MCO_KAZ,0.000,1.266
MCO_KEN,0.000,0.435
MCO_KGZ,0.000,1.328
MCO_KHM,0.000,0.361
MCO_KIR,0.000,0.342
MCO_KNA,0.000,0.161
MCO_KOR,0.000,0.515
MCO_KWT,0.000,0.237
MCO_LAO,0.000,0.555
MCO_LBN,0.000,0.115
MCO_LBR,0.000,0.407
MCO_LBY,0.000,0.209
MCO_LCA,0.000,0.161
MCO_LIE,0.000,0.307
MCO_LKA,0.000,0.260
MCO_LSO,0.000,0.452
MCO_LTU,0.000,0.172
MCO_LUX,0.000,0.214
MCO_LVA,0.000,0.230
MCO_MAC,0.000,0.286
MCO_MAR,0.000,0.229
MCO_MDA,0.000,0.286
MCO_MDG,0.000,0.380
MCO_MDV,0.000,0.177
MCO_MEX,0.000,0.530
MCO_MHL,0.000,0.359
MCO_MKD,0.000,0.201
MCO_MLI,0.000,0.516
MCO_MLT,0.000,0.057
MCO_MMR,0.000,0.774
MCO_MNE,0.000,0.094
MCO_MNG,0.000,1.384
MCO_MNP,0.000,0.318
MCO_MOZ,0.000,0.350
MCO_MRT,0.000,0.365
MCO_MSR,0.000,n.a.
MCO_MTQ,0.000,n.a.
MCO_MUS,0.000,0.207
MCO_MWI,0.000,0.799
MCO_MYS,0.000,0.322
MCO_MYT,0.000,n.a.
MCO_NAM,0.000,0.417
MCO_NCL,0.000,0.422
MCO_NER,0.000,0.607
MCO_NFK,0.000,n.a.
MCO_NGA,0.000,0.484
MCO_NIC,0.000,0.417
MCO_NIU,0.000,n.a.
MCO_NLD,0.000,0.186
MCO_NOR,0.000,0.210
MCO_NPL,0.000,0.847
MCO_NRU,0.000,0.355
MCO_NZL,0.000,0.659
MCO_OMN,0.000,0.573
MCO_PAK,0.000,0.759
MCO_PAN,0.000,0.259
MCO_PER,0.000,0.663
MCO_PHL,0.000,0.428
MCO_PLW,0.000,0.295
MCO_PNG,0.000,0.398
MCO_POL,0.000,0.354
MCO_PRI,0.000,0.164
MCO_PRK,0.000,0.567
MCO_PRT,0.000,0.120
MCO_PRY,0.000,0.785
MCO_PSE,0.000,0.080
MCO_PYF,0.000,0.342
MCO_QAT,0.000,0.194
MCO_REU,0.000,n.a.
MCO_ROU,0.000,0.225
MCO_RUS,0.000,0.769
MCO_RWA,0.000,0.653
MCO_SAU,0.000,0.542
MCO_SDN,0.000,0.592
MCO_SEN,0.000,0.172
MCO_SGP,0.000,0.232
MCO_SHN,0.000,n.a.
MCO_SLB,0.000,0.359
MCO_SLE,0.000,0.233
MCO_SLV,0.000,0.254
MCO_SMR,0.000,0.168
MCO_SOM,0.000,0.424
MCO_SPM,0.000,n.a.
MCO_SRB,0.000,0.252
MCO_STP,0.000,0.171
MCO_SUR,0.000,0.214
MCO_SVK,0.000,0.287
MCO_SVN,0.000,0.128
MCO_SWE,0.000,0.354
MCO_SWZ,0.000,0.345
MCO_SYC,0.000,0.170
MCO_SYR,0.000,0.216
MCO_TCA,0.000,0.174
MCO_TCD,0.000,0.793
MCO_TGO,0.000,0.195
MCO_THA,0.000,0.351
MCO_TJK,0.000,0.946
MCO_TKL,0.000,n.a.
MCO_TKM,0.000,0.916
MCO_TLS,0.000,0.361
MCO_TON,0.000,0.384
MCO_TTO,0.000,0.164
MCO_TUN,0.000,0.116
MCO_TUR,0.000,0.336
MCO_TUV,0.000,0.376
MCO_TWN,0.000,n.a.
MCO_TZA,0.000,0.341
MCO_UGA,0.000,0.625
MCO_UKR,0.000,0.180
MCO_URY,0.000,0.564
MCO_USA,0.000,1.117
MCO_UZB,0.000,1.150
MCO_VCT,0.000,0.162
MCO_VEN,0.000,0.339
MCO_VGB,0.000,0.163
MCO_VIR,0.000,0.164
MCO_VNM,0.000,0.843
MCO_VUT,0.000,0.366
MCO_WLF,0.000,n.a.
MCO_WSM,0.000,0.378
MCO_YEM,0.000,0.322
MCO_ZAF,0.000,0.545
MCO_ZMB,0.000,0.912
MCO_ZWE,0.000,0.744
MDA_ABW,0.000,0.418
MDA_AFG,0.000,0.955
MDA_AGO,0.000,0.940
MDA_AIA,0.000,n.a.
MDA_ALB,0.000,0.374
MDA_AND,0.000,0.441
MDA_ANT,0.000,n.a.
MDA_ARE,0.000,0.486
MDA_ARG,0.000,1.218
MDA_ARM,0.000,0.552
MDA_ASM,0.000,0.589
MDA_ATG,0.000,0.400
MDA_AUS,0.000,0.873
MDA_AUT,0.000,0.485
MDA_AZE,0.000,0.702
MDA_BDI,0.000,0.860
MDA_BEL,0.000,0.413
MDA_BEN,0.000,0.479
MDA_BFA,0.000,0.799
MDA_BGD,0.000,0.813
MDA_BGR,0.000,0.445
MDA_BHR,0.000,0.375
MDA_BHS,0.000,0.422
MDA_BIH,0.000,0.375
MDA_BLR,0.000,0.822
MDA_BLZ,0.000,0.489
MDA_BMU,0.000,0.395
MDA_BOL,0.000,1.489
MDA_BRA,0.000,0.978
MDA_BRB,0.000,0.400
MDA_BRN,0.000,0.463
MDA_BTN,0.000,0.813
MDA_BWA,0.000,0.832
MDA_CAF,0.000,0.932
MDA_CAN,0.000,0.902
MDA_CHE,0.000,0.513
MDA_CHL,0.000,0.664
MDA_CHN,0.000,1.140
MDA_CIV,0.000,0.548
MDA_CMR,0.000,0.590
MDA_COD,0.000,0.540
MDA_COG,0.000,0.648
MDA_COK,0.000,n.a.
MDA_COL,0.000,0.846
MDA_COM,0.000,0.384
MDA_CPV,0.000,0.350
MDA_CRI,0.000,0.525
MDA_CUB,0.000,0.485
MDA_CYM,0.000,0.432
MDA_CYP,0.000,0.284
MDA_CZE,0.000,0.628
MDA_DEU,0.000,0.557
MDA_DJI,0.000,0.433
MDA_DMA,0.000,0.401
MDA_DNK,0.000,0.392
MDA_DOM,0.000,0.446
MDA_DZA,0.000,0.539
MDA_ECU,0.000,0.645
MDA_EGY,0.000,0.425
MDA_ERI,0.000,0.562
MDA_ESP,0.000,0.606
MDA_EST,0.000,0.413
MDA_ETH,0.000,0.704
MDA_FIN,0.000,0.446
MDA_FJI,0.000,0.586
MDA_FLK,0.000,n.a.
MDA_FRA,0.000,0.628
MDA_FRO,0.000,0.357
MDA_FSM,0.000,0.511
MDA_GAB,0.000,0.489
MDA_GBR,0.000,0.438
MDA_GEO,0.000,0.443
MDA_GHA,0.000,0.468
MDA_GIB,0.000,0.302
MDA_GIN,0.000,0.433
MDA_GLP,0.000,n.a.
MDA_GMB,0.000,0.355
MDA_GNB,0.000,0.394
MDA_GNQ,0.000,0.438
MDA_GRC,0.000,0.318
MDA_GRD,0.000,0.404
MDA_GRL,0.000,0.440
MDA_GTM,0.000,0.586
MDA_GUF,0.000,n.a.
MDA_GUM,0.000,0.510
MDA_GUY,0.000,0.480
MDA_HKG,0.000,0.480
MDA_HND,0.000,0.590
MDA_HRV,0.000,0.407
MDA_HTI,0.000,0.439
MDA_HUN,0.000,0.799
MDA_IDN,0.000,0.549
MDA_IND,0.000,0.937
MDA_IRL,0.000,0.383
MDA_IRN,0.000,0.995
MDA_IRQ,0.000,0.676
MDA_ISL,0.000,0.426
MDA_ISR,0.000,0.306
MDA_ITA,0.000,0.355
MDA_JAM,0.000,0.448
MDA_JOR,0.000,0.438
MDA_JPN,0.000,0.725
MDA_KAZ,0.000,1.417
MDA_KEN,0.000,0.630
MDA_KGZ,0.000,1.520
MDA_KHM,0.000,0.556
MDA_KIR,0.000,0.582
MDA_KNA,0.000,0.402
MDA_KOR,0.000,0.707
MDA_KWT,0.000,0.432
MDA_LAO,0.000,0.750
MDA_LBN,0.000,0.303
MDA_LBR,0.000,0.648
MDA_LBY,0.000,0.419
MDA_LCA,0.000,0.402
MDA_LIE,0.000,0.514
MDA_LKA,0.000,0.454
MDA_LSO,0.000,0.646
MDA_LTU,0.000,0.412
MDA_LUX,0.000,0.454
MDA_LVA,0.000,0.470
MDA_MAC,0.000,0.480
MDA_MAR,0.000,0.469
MDA_MCO,0.000,0.286
MDA_MDG,0.000,0.575
MDA_MDV,0.000,0.371
MDA_MEX,0.000,0.770
MDA_MHL,0.000,0.553
MDA_MKD,0.000,0.405
MDA_MLI,0.000,0.757
MDA_MLT,0.000,0.270
MDA_MMR,0.000,0.968
MDA_MNE,0.000,0.298
MDA_MNG,0.000,1.579
MDA_MNP,0.000,0.513
MDA_MOZ,0.000,0.545
MDA_MRT,0.000,0.605
MDA_MSR,0.000,n.a.
MDA_MTQ,0.000,n.a.
MDA_MUS,0.000,0.402
MDA_MWI,0.000,0.994
MDA_MYS,0.000,0.516
MDA_MYT,0.000,n.a.
MDA_NAM,0.000,0.658
MDA_NCL,0.000,0.615
MDA_NER,0.000,0.848
MDA_NFK,0.000,n.a.
MDA_NGA,0.000,0.725
MDA_NIC,0.000,0.657
MDA_NIU,0.000,n.a.
MDA_NLD,0.000,0.427
MDA_NOR,0.000,0.451
MDA_NPL,0.000,1.041
MDA_NRU,0.000,0.549
MDA_NZL,0.000,0.850
MDA_OMN,0.000,0.767
MDA_PAK,0.000,0.950
MDA_PAN,0.000,0.499
MDA_PER,0.000,0.904
MDA_PHL,0.000,0.622
MDA_PLW,0.000,0.490
MDA_PNG,0.000,0.592
MDA_POL,0.000,0.593
MDA_PRI,0.000,0.405
MDA_PRK,0.000,0.761
MDA_PRT,0.000,0.360
MDA_PRY,0.000,1.025
MDA_PSE,0.000,0.271
MDA_PYF,0.000,0.583
MDA_QAT,0.000,0.388
MDA_REU,0.000,n.a.
MDA_ROU,0.000,0.371
MDA_RUS,0.000,0.919
MDA_RWA,0.000,0.847
MDA_SAU,0.000,0.736
MDA_SDN,0.000,0.787
MDA_SEN,0.000,0.413
MDA_SGP,0.000,0.427
MDA_SHN,0.000,n.a.
MDA_SLB,0.000,0.554
MDA_SLE,0.000,0.473
MDA_SLV,0.000,0.495
MDA_SMR,0.000,0.401
MDA_SOM,0.000,0.618
MDA_SPM,0.000,n.a.
MDA_SRB,0.000,0.457
MDA_STP,0.000,0.412
MDA_SUR,0.000,0.454
MDA_SVK,0.000,0.494
MDA_SVN,0.000,0.334
MDA_SWE,0.000,0.595
MDA_SWZ,0.000,0.539
MDA_SYC,0.000,0.365
MDA_SYR,0.000,0.404
MDA_TCA,0.000,0.415
MDA_TCD,0.000,1.033
MDA_TGO,0.000,0.436
MDA_THA,0.000,0.545
MDA_TJK,0.000,1.137
MDA_TKL,0.000,n.a.
MDA_TKM,0.000,1.111
MDA_TLS,0.000,0.555
MDA_TON,0.000,0.585
MDA_TTO,0.000,0.405
MDA_TUN,0.000,0.337
MDA_TUR,0.000,0.496
MDA_TUV,0.000,0.571
MDA_TWN,0.000,n.a.
MDA_TZA,0.000,0.535
MDA_UGA,0.000,0.820
MDA_UKR,0.000,0.327
MDA_URY,0.000,0.804
MDA_USA,0.000,1.357
MDA_UZB,0.000,1.341
MDA_VCT,0.000,0.403
MDA_VEN,0.000,0.580
MDA_VGB,0.000,0.404
MDA_VIR,0.000,0.405
MDA_VNM,0.000,1.037
MDA_VUT,0.000,0.560
MDA_WLF,0.000,n.a.
MDA_WSM,0.000,0.586
MDA_YEM,0.000,0.517
MDA_ZAF,0.000,0.740
MDA_ZMB,0.000,1.107
MDA_ZWE,0.000,0.938
MDG_ABW,0.000,0.485
MDG_AFG,0.000,0.912
MDG_AGO,0.000,0.841
MDG_AIA,0.000,n.a.
MDG_ALB,0.000,0.474
MDG_AND,0.000,0.535
MDG_ANT,0.000,n.a.
MDG_ARE,0.000,0.448
MDG_ARG,0.000,1.125
MDG_ARM,0.000,0.693
MDG_ASM,0.000,0.471
MDG_ATG,0.000,0.475
MDG_AUS,0.000,0.740
MDG_AUT,0.000,0.583
MDG_AZE,0.000,0.843
MDG_BDI,0.000,0.744
MDG_BEL,0.000,0.532
MDG_BEN,0.000,0.469
MDG_BFA,0.000,0.791
MDG_BGD,0.000,0.734
MDG_BGR,0.000,0.577
MDG_BHR,0.000,0.337
MDG_BHS,0.000,0.507
MDG_BIH,0.000,0.475
MDG_BLR,0.000,0.737
MDG_BLZ,0.000,0.564
MDG_BMU,0.000,0.489
MDG_BOL,0.000,1.442
MDG_BRA,0.000,0.932
MDG_BRB,0.000,0.468
MDG_BRN,0.000,0.373
MDG_BTN,0.000,0.734
MDG_BWA,0.000,0.670
MDG_CAF,0.000,0.901
MDG_CAN,0.000,1.011
MDG_CHE,0.000,0.608
MDG_CHL,0.000,0.616
MDG_CHN,0.000,1.051
MDG_CIV,0.000,0.550
MDG_CMR,0.000,0.559
MDG_COD,0.000,0.471
MDG_COG,0.000,0.584
MDG_COK,0.000,n.a.
MDG_COL,0.000,0.913
MDG_COM,0.000,0.246
MDG_CPV,0.000,0.434
MDG_CRI,0.000,0.593
MDG_CUB,0.000,0.563
MDG_CYM,0.000,0.510
MDG_CYP,0.000,0.370
MDG_CZE,0.000,0.751
MDG_DEU,0.000,0.679
MDG_DJI,0.000,0.422
MDG_DMA,0.000,0.473
MDG_DNK,0.000,0.512
MDG_DOM,0.000,0.524
MDG_DZA,0.000,0.646
MDG_ECU,0.000,0.714
MDG_EGY,0.000,0.501
MDG_ERI,0.000,0.554
MDG_ESP,0.000,0.712
MDG_EST,0.000,0.537
MDG_ETH,0.000,0.697
MDG_FIN,0.000,0.570
MDG_FJI,0.000,0.468
MDG_FLK,0.000,n.a.
MDG_FRA,0.000,0.722
MDG_FRO,0.000,0.473
MDG_FSM,0.000,0.413
MDG_GAB,0.000,0.447
MDG_GBR,0.000,0.555
MDG_GEO,0.000,0.582
MDG_GHA,0.000,0.461
MDG_GIB,0.000,0.408
MDG_GIN,0.000,0.476
MDG_GLP,0.000,n.a.
MDG_GMB,0.000,0.420
MDG_GNB,0.000,0.450
MDG_GNQ,0.000,0.400
MDG_GRC,0.000,0.423
MDG_GRD,0.000,0.470
MDG_GRL,0.000,0.542
MDG_GTM,0.000,0.653
MDG_GUF,0.000,n.a.
MDG_GUM,0.000,0.415
MDG_GUY,0.000,0.537
MDG_HKG,0.000,0.392
MDG_HND,0.000,0.663
