_id,t,o
LSO_NPL,0.000,1.041
LSO_NRU,0.000,0.512
LSO_NZL,0.000,0.774
LSO_OMN,0.000,0.803
LSO_PAK,0.000,0.984
LSO_PAN,0.000,0.554
LSO_PER,0.000,0.959
LSO_PHL,0.000,0.604
LSO_PLW,0.000,0.464
LSO_PNG,0.000,0.547
LSO_POL,0.000,0.747
LSO_PRI,0.000,0.469
LSO_PRK,0.000,0.744
LSO_PRT,0.000,0.515
LSO_PRY,0.000,0.942
LSO_PSE,0.000,0.419
LSO_PYF,0.000,0.579
LSO_QAT,0.000,0.422
LSO_REU,0.000,n.a.
LSO_ROU,0.000,0.585
LSO_RUS,0.000,1.132
LSO_RWA,0.000,0.790
LSO_SAU,0.000,0.836
LSO_SDN,0.000,0.893
LSO_SEN,0.000,0.477
LSO_SGP,0.000,0.409
LSO_SHN,0.000,n.a.
LSO_SLB,0.000,0.506
LSO_SLE,0.000,0.501
LSO_SLV,0.000,0.549
LSO_SMR,0.000,0.569
LSO_SOM,0.000,0.617
LSO_SPM,0.000,n.a.
LSO_SRB,0.000,0.628
LSO_STP,0.000,0.368
LSO_SUR,0.000,0.497
LSO_SVK,0.000,0.663
LSO_SVN,0.000,0.503
LSO_SWE,0.000,0.749
LSO_SWZ,0.000,0.601
LSO_SYC,0.000,0.326
LSO_SYR,0.000,0.561
LSO_TCA,0.000,0.483
LSO_TCD,0.000,0.994
LSO_TGO,0.000,0.418
LSO_THA,0.000,0.527
LSO_TJK,0.000,1.171
LSO_TKL,0.000,n.a.
LSO_TKM,0.000,1.145
LSO_TLS,0.000,0.512
LSO_TON,0.000,0.538
LSO_TTO,0.000,0.457
LSO_TUN,0.000,0.509
LSO_TUR,0.000,0.695
LSO_TUV,0.000,0.523
LSO_TWN,0.000,n.a.
LSO_TZA,0.000,0.478
LSO_UGA,0.000,0.771
LSO_UKR,0.000,0.542
LSO_URY,0.000,0.721
LSO_USA,0.000,1.429
LSO_UZB,0.000,1.375
LSO_VCT,0.000,0.458
LSO_VEN,0.000,0.632
LSO_VGB,0.000,0.468
LSO_VIR,0.000,0.468
LSO_VNM,0.000,1.019
LSO_VUT,0.000,0.513
LSO_WLF,0.000,n.a.
LSO_WSM,0.000,0.539
LSO_YEM,0.000,0.571
LSO_ZAF,0.000,0.576
LSO_ZMB,0.000,1.636
LSO_ZWE,0.000,1.313
LTU_ABW,0.000,0.221
LTU_AFG,0.000,0.903
LTU_AGO,0.000,0.779
LTU_AIA,0.000,n.a.
LTU_ALB,0.000,0.295
LTU_AND,0.000,0.324
LTU_ANT,0.000,n.a.
LTU_ARE,0.000,0.438
LTU_ARG,0.000,1.058
LTU_ARM,0.000,0.520
LTU_ASM,0.000,0.415
LTU_ATG,0.000,0.206
LTU_AUS,0.000,0.829
LTU_AUT,0.000,0.411
LTU_AZE,0.000,0.671
LTU_BDI,0.000,0.815
LTU_BEL,0.000,0.178
LTU_BEN,0.000,0.319
LTU_BFA,0.000,0.639
LTU_BGD,0.000,0.766
LTU_BGR,0.000,0.415
LTU_BHR,0.000,0.327
LTU_BHS,0.000,0.210
LTU_BIH,0.000,0.297
LTU_BLR,0.000,0.323
LTU_BLZ,0.000,0.278
LTU_BMU,0.000,0.189
LTU_BOL,0.000,1.282
LTU_BRA,0.000,0.812
LTU_BRB,0.000,0.212
LTU_BRN,0.000,0.425
LTU_BTN,0.000,0.766
LTU_BWA,0.000,0.751
LTU_CAF,0.000,0.771
LTU_CAN,0.000,0.703
LTU_CHE,0.000,0.397
LTU_CHL,0.000,0.457
LTU_CHN,0.000,1.097
LTU_CIV,0.000,0.387
LTU_CMR,0.000,0.429
LTU_COD,0.000,0.380
LTU_COG,0.000,0.488
LTU_COK,0.000,n.a.
LTU_COL,0.000,0.645
LTU_COM,0.000,0.341
LTU_CPV,0.000,0.184
LTU_CRI,0.000,0.321
LTU_CUB,0.000,0.277
LTU_CYM,0.000,0.230
LTU_CYP,0.000,0.232
LTU_CZE,0.000,0.383
LTU_DEU,0.000,0.312
LTU_DJI,0.000,0.388
LTU_DMA,0.000,0.209
LTU_DNK,0.000,0.120
LTU_DOM,0.000,0.244
LTU_DZA,0.000,0.405
LTU_ECU,0.000,0.442
LTU_EGY,0.000,0.374
LTU_ERI,0.000,0.517
LTU_ESP,0.000,0.456
LTU_EST,0.000,0.128
LTU_ETH,0.000,0.660
LTU_FIN,0.000,0.161
LTU_FJI,0.000,0.450
LTU_FLK,0.000,n.a.
LTU_FRA,0.000,0.511
LTU_FRO,0.000,0.109
LTU_FSM,0.000,0.472
LTU_GAB,0.000,0.328
LTU_GBR,0.000,0.214
LTU_GEO,0.000,0.414
LTU_GHA,0.000,0.307
LTU_GIB,0.000,0.151
LTU_GIN,0.000,0.272
LTU_GLP,0.000,n.a.
LTU_GMB,0.000,0.195
LTU_GNB,0.000,0.234
LTU_GNQ,0.000,0.277
LTU_GRC,0.000,0.263
LTU_GRD,0.000,0.216
LTU_GRL,0.000,0.238
LTU_GTM,0.000,0.384
LTU_GUF,0.000,n.a.
LTU_GUM,0.000,0.469
LTU_GUY,0.000,0.302
LTU_HKG,0.000,0.435
LTU_HND,0.000,0.380
LTU_HRV,0.000,0.332
LTU_HTI,0.000,0.237
LTU_HUN,0.000,0.447
LTU_IDN,0.000,0.507
LTU_IND,0.000,0.888
LTU_IRL,0.000,0.166
LTU_IRN,0.000,0.948
LTU_IRQ,0.000,0.632
LTU_ISL,0.000,0.183
LTU_ISR,0.000,0.257
LTU_ITA,0.000,0.251
LTU_JAM,0.000,0.245
LTU_JOR,0.000,0.388
LTU_JPN,0.000,0.681
LTU_KAZ,0.000,1.385
LTU_KEN,0.000,0.585
LTU_KGZ,0.000,1.469
LTU_KHM,0.000,0.515
LTU_KIR,0.000,0.379
LTU_KNA,0.000,0.206
LTU_KOR,0.000,0.663
LTU_KWT,0.000,0.388
LTU_LAO,0.000,0.711
LTU_LBN,0.000,0.251
LTU_LBR,0.000,0.487
LTU_LBY,0.000,0.333
LTU_LCA,0.000,0.212
LTU_LIE,0.000,0.440
LTU_LKA,0.000,0.413
LTU_LSO,0.000,0.565
LTU_LUX,0.000,0.220
LTU_LVA,0.000,0.183
LTU_MAC,0.000,0.435
LTU_MAR,0.000,0.317
LTU_MCO,0.000,0.172
LTU_MDA,0.000,0.412
LTU_MDG,0.000,0.532
LTU_MDV,0.000,0.330
LTU_MEX,0.000,0.569
LTU_MHL,0.000,0.429
LTU_MKD,0.000,0.327
LTU_MLI,0.000,0.596
LTU_MLT,0.000,0.183
LTU_MMR,0.000,0.926
LTU_MNE,0.000,0.220
LTU_MNG,0.000,1.536
LTU_MNP,0.000,0.471
LTU_MOZ,0.000,0.478
LTU_MRT,0.000,0.445
LTU_MSR,0.000,n.a.
LTU_MTQ,0.000,n.a.
LTU_MUS,0.000,0.356
LTU_MWI,0.000,0.949
LTU_MYS,0.000,0.475
LTU_MYT,0.000,n.a.
LTU_NAM,0.000,0.497
LTU_NCL,0.000,0.520
LTU_NER,0.000,0.688
LTU_NFK,0.000,n.a.
LTU_NGA,0.000,0.564
LTU_NIC,0.000,0.454
LTU_NIU,0.000,n.a.
LTU_NLD,0.000,0.192
LTU_NOR,0.000,0.190
LTU_NPL,0.000,0.994
LTU_NRU,0.000,0.443
LTU_NZL,0.000,0.722
LTU_OMN,0.000,0.720
LTU_PAK,0.000,0.899
LTU_PAN,0.000,0.296
LTU_PER,0.000,0.701
LTU_PHL,0.000,0.582
LTU_PLW,0.000,0.450
LTU_PNG,0.000,0.553
LTU_POL,0.000,0.306
LTU_PRI,0.000,0.206
LTU_PRK,0.000,0.717
LTU_PRT,0.000,0.187
LTU_PRY,0.000,0.860
LTU_PSE,0.000,0.222
LTU_PYF,0.000,0.381
LTU_QAT,0.000,0.339
LTU_REU,0.000,n.a.
LTU_ROU,0.000,0.351
LTU_RUS,0.000,0.888
LTU_RWA,0.000,0.803
LTU_SAU,0.000,0.689
LTU_SDN,0.000,0.739
LTU_SEN,0.000,0.252
LTU_SGP,0.000,0.386
LTU_SHN,0.000,n.a.
LTU_SLB,0.000,0.492
LTU_SLE,0.000,0.313
LTU_SLV,0.000,0.292
LTU_SMR,0.000,0.297
LTU_SOM,0.000,0.574
LTU_SPM,0.000,n.a.
LTU_SRB,0.000,0.379
LTU_STP,0.000,0.251
LTU_SUR,0.000,0.281
LTU_SVK,0.000,0.419
LTU_SVN,0.000,0.260
LTU_SWE,0.000,0.332
LTU_SWZ,0.000,0.473
LTU_SYC,0.000,0.322
LTU_SYR,0.000,0.351
LTU_TCA,0.000,0.213
LTU_TCD,0.000,0.873
LTU_TGO,0.000,0.275
LTU_THA,0.000,0.506
LTU_TJK,0.000,1.086
LTU_TKL,0.000,n.a.
LTU_TKM,0.000,1.063
LTU_TLS,0.000,0.516
LTU_TON,0.000,0.424
LTU_TTO,0.000,0.219
LTU_TUN,0.000,0.236
LTU_TUR,0.000,0.460
LTU_TUV,0.000,0.429
LTU_TWN,0.000,n.a.
LTU_TZA,0.000,0.491
LTU_UGA,0.000,0.775
LTU_UKR,0.000,0.305
LTU_URY,0.000,0.638
LTU_USA,0.000,1.146
LTU_UZB,0.000,1.290
LTU_VCT,0.000,0.214
LTU_VEN,0.000,0.387
LTU_VGB,0.000,0.205
LTU_VIR,0.000,0.206
LTU_VNM,0.000,0.996
LTU_VUT,0.000,0.458
LTU_WLF,0.000,n.a.
LTU_WSM,0.000,0.416
LTU_YEM,0.000,0.473
LTU_ZAF,0.000,0.659
LTU_ZMB,0.000,1.040
LTU_ZWE,0.000,0.872
LUX_ABW,0.000,0.258
LUX_AFG,0.000,0.946
LUX_AGO,0.000,0.821
LUX_AIA,0.000,n.a.
LUX_ALB,0.000,0.337
LUX_AND,0.000,0.366
LUX_ANT,0.000,n.a.
LUX_ARE,0.000,0.480
LUX_ARG,0.000,1.100
LUX_ARM,0.000,0.562
LUX_ASM,0.000,0.453
LUX_ATG,0.000,0.243
LUX_AUS,0.000,0.868
LUX_AUT,0.000,0.454
LUX_AZE,0.000,0.713
LUX_BDI,0.000,0.857
LUX_BEL,0.000,0.221
LUX_BEN,0.000,0.361
LUX_BFA,0.000,0.681
LUX_BGD,0.000,0.808
LUX_BGR,0.000,0.457
LUX_BHR,0.000,0.369
LUX_BHS,0.000,0.260
LUX_BIH,0.000,0.339
LUX_BLR,0.000,0.424
LUX_BLZ,0.000,0.325
LUX_BMU,0.000,0.236
LUX_BOL,0.000,1.320
LUX_BRA,0.000,0.850
LUX_BRB,0.000,0.249
LUX_BRN,0.000,0.463
LUX_BTN,0.000,0.808
LUX_BWA,0.000,0.794
LUX_CAF,0.000,0.813
LUX_CAN,0.000,0.758
LUX_CHE,0.000,0.514
LUX_CHL,0.000,0.494
LUX_CHN,0.000,1.135
LUX_CIV,0.000,0.429
LUX_CMR,0.000,0.471
LUX_COD,0.000,0.422
LUX_COG,0.000,0.530
LUX_COK,0.000,n.a.
LUX_COL,0.000,0.682
LUX_COM,0.000,0.383
LUX_CPV,0.000,0.225
LUX_CRI,0.000,0.359
LUX_CUB,0.000,0.322
LUX_CYM,0.000,0.268
LUX_CYP,0.000,0.275
LUX_CZE,0.000,0.670
LUX_DEU,0.000,0.366
LUX_DJI,0.000,0.430
LUX_DMA,0.000,0.246
LUX_DNK,0.000,0.200
LUX_DOM,0.000,0.281
LUX_DZA,0.000,0.447
LUX_ECU,0.000,0.480
LUX_EGY,0.000,0.417
LUX_ERI,0.000,0.559
LUX_ESP,0.000,0.498
LUX_EST,0.000,0.222
LUX_ETH,0.000,0.702
LUX_FIN,0.000,0.255
LUX_FJI,0.000,0.487
LUX_FLK,0.000,n.a.
LUX_FRA,0.000,0.553
LUX_FRO,0.000,0.170
LUX_FSM,0.000,0.509
LUX_GAB,0.000,0.370
LUX_GBR,0.000,0.255
LUX_GEO,0.000,0.455
LUX_GHA,0.000,0.349
LUX_GIB,0.000,0.193
LUX_GIN,0.000,0.314
LUX_GLP,0.000,n.a.
LUX_GMB,0.000,0.236
LUX_GNB,0.000,0.275
LUX_GNQ,0.000,0.319
LUX_GRC,0.000,0.305
LUX_GRD,0.000,0.253
LUX_GRL,0.000,0.283
LUX_GTM,0.000,0.421
LUX_GUF,0.000,n.a.
LUX_GUM,0.000,0.507
LUX_GUY,0.000,0.339
LUX_HKG,0.000,0.477
LUX_HND,0.000,0.425
LUX_HRV,0.000,0.375
LUX_HTI,0.000,0.275
LUX_HUN,0.000,0.490
LUX_IDN,0.000,0.548
LUX_IND,0.000,0.930
LUX_IRL,0.000,0.211
LUX_IRN,0.000,0.990
LUX_IRQ,0.000,0.674
LUX_ISL,0.000,0.243
LUX_ISR,0.000,0.300
LUX_ITA,0.000,0.293
LUX_JAM,0.000,0.283
LUX_JOR,0.000,0.430
LUX_JPN,0.000,0.719
LUX_KAZ,0.000,1.427
LUX_KEN,0.000,0.627
LUX_KGZ,0.000,1.511
LUX_KHM,0.000,0.556
LUX_KIR,0.000,0.416
LUX_KNA,0.000,0.243
LUX_KOR,0.000,0.702
LUX_KWT,0.000,0.429
LUX_LAO,0.000,0.751
LUX_LBN,0.000,0.294
LUX_LBR,0.000,0.529
LUX_LBY,0.000,0.375
LUX_LCA,0.000,0.249
LUX_LIE,0.000,0.542
LUX_LKA,0.000,0.453
LUX_LSO,0.000,0.608
LUX_LTU,0.000,0.220
LUX_LVA,0.000,0.280
LUX_MAC,0.000,0.477
LUX_MAR,0.000,0.359
LUX_MCO,0.000,0.214
LUX_MDA,0.000,0.454
LUX_MDG,0.000,0.573
LUX_MDV,0.000,0.371
LUX_MEX,0.000,0.606
LUX_MHL,0.000,0.466
LUX_MKD,0.000,0.368
LUX_MLI,0.000,0.638
LUX_MLT,0.000,0.225
LUX_MMR,0.000,0.967
LUX_MNE,0.000,0.262
LUX_MNG,0.000,1.574
LUX_MNP,0.000,0.510
LUX_MOZ,0.000,0.521
LUX_MRT,0.000,0.487
LUX_MSR,0.000,n.a.
LUX_MTQ,0.000,n.a.
LUX_MUS,0.000,0.398
LUX_MWI,0.000,0.991
LUX_MYS,0.000,0.516
LUX_MYT,0.000,n.a.
LUX_NAM,0.000,0.539
LUX_NCL,0.000,0.558
LUX_NER,0.000,0.729
LUX_NFK,0.000,n.a.
LUX_NGA,0.000,0.606
LUX_NIC,0.000,0.492
LUX_NIU,0.000,n.a.
LUX_NLD,0.000,0.234
LUX_NOR,0.000,0.259
LUX_NPL,0.000,1.036
LUX_NRU,0.000,0.481
LUX_NZL,0.000,0.759
LUX_OMN,0.000,0.762
LUX_PAK,0.000,0.942
LUX_PAN,0.000,0.333
LUX_PER,0.000,0.738
LUX_PHL,0.000,0.621
LUX_PLW,0.000,0.489
LUX_PNG,0.000,0.591
LUX_POL,0.000,0.401
LUX_PRI,0.000,0.243
LUX_PRK,0.000,0.756
LUX_PRT,0.000,0.229
LUX_PRY,0.000,0.901
LUX_PSE,0.000,0.265
LUX_PYF,0.000,0.419
LUX_QAT,0.000,0.381
LUX_REU,0.000,n.a.
LUX_ROU,0.000,0.393
LUX_RUS,0.000,0.930
LUX_RWA,0.000,0.845
LUX_SAU,0.000,0.731
LUX_SDN,0.000,0.781
LUX_SEN,0.000,0.294
LUX_SGP,0.000,0.427
LUX_SHN,0.000,n.a.
LUX_SLB,0.000,0.529
LUX_SLE,0.000,0.355
LUX_SLV,0.000,0.329
LUX_SMR,0.000,0.339
LUX_SOM,0.000,0.616
LUX_SPM,0.000,n.a.
LUX_SRB,0.000,0.421
LUX_STP,0.000,0.293
LUX_SUR,0.000,0.318
LUX_SVK,0.000,0.462
LUX_SVN,0.000,0.303
LUX_SWE,0.000,0.404
LUX_SWZ,0.000,0.516
LUX_SYC,0.000,0.364
LUX_SYR,0.000,0.394
LUX_TCA,0.000,0.252
LUX_TCD,0.000,0.915
LUX_TGO,0.000,0.317
LUX_THA,0.000,0.546
LUX_TJK,0.000,1.129
LUX_TKL,0.000,n.a.
LUX_TKM,0.000,1.105
LUX_TLS,0.000,0.554
LUX_TON,0.000,0.461
LUX_TTO,0.000,0.256
LUX_TUN,0.000,0.278
LUX_TUR,0.000,0.502
LUX_TUV,0.000,0.467
LUX_TWN,0.000,n.a.
LUX_TZA,0.000,0.533
LUX_UGA,0.000,0.817
LUX_UKR,0.000,0.347
LUX_URY,0.000,0.680
LUX_USA,0.000,1.197
LUX_UZB,0.000,1.333
LUX_VCT,0.000,0.252
LUX_VEN,0.000,0.424
LUX_VGB,0.000,0.243
LUX_VIR,0.000,0.243
LUX_VNM,0.000,1.037
LUX_VUT,0.000,0.496
LUX_WLF,0.000,n.a.
LUX_WSM,0.000,0.454
LUX_YEM,0.000,0.514
LUX_ZAF,0.000,0.702
LUX_ZMB,0.000,1.083
LUX_ZWE,0.000,0.915
LVA_ABW,0.000,0.278
LVA_AFG,0.000,0.963
LVA_AGO,0.000,0.837
LVA_AIA,0.000,n.a.
LVA_ALB,0.000,0.353
LVA_AND,0.000,0.382
LVA_ANT,0.000,n.a.
LVA_ARE,0.000,0.499
LVA_ARG,0.000,1.116
LVA_ARM,0.000,0.578
LVA_ASM,0.000,0.472
LVA_ATG,0.000,0.263
LVA_AUS,0.000,0.892
LVA_AUT,0.000,0.470
LVA_AZE,0.000,0.729
LVA_BDI,0.000,0.876
LVA_BEL,0.000,0.238
LVA_BEN,0.000,0.377
LVA_BFA,0.000,0.697
LVA_BGD,0.000,0.827
LVA_BGR,0.000,0.473
LVA_BHR,0.000,0.388
LVA_BHS,0.000,0.267
LVA_BIH,0.000,0.355
LVA_BLR,0.000,0.388
LVA_BLZ,0.000,0.335
LVA_BMU,0.000,0.246
LVA_BOL,0.000,1.339
LVA_BRA,0.000,0.869
LVA_BRB,0.000,0.269
LVA_BRN,0.000,0.487
LVA_BTN,0.000,0.827
LVA_BWA,0.000,0.811
LVA_CAF,0.000,0.829
LVA_CAN,0.000,0.760
LVA_CHE,0.000,0.455
LVA_CHL,0.000,0.514
LVA_CHN,0.000,1.160
LVA_CIV,0.000,0.445
LVA_CMR,0.000,0.487
LVA_COD,0.000,0.438
LVA_COG,0.000,0.546
LVA_COK,0.000,n.a.
LVA_COL,0.000,0.702
LVA_COM,0.000,0.402
LVA_CPV,0.000,0.242
LVA_CRI,0.000,0.378
LVA_CUB,0.000,0.334
LVA_CYM,0.000,0.287
LVA_CYP,0.000,0.292
LVA_CZE,0.000,0.444
LVA_DEU,0.000,0.373
LVA_DJI,0.000,0.450
LVA_DMA,0.000,0.266
LVA_DNK,0.000,0.177
LVA_DOM,0.000,0.301
LVA_DZA,0.000,0.463
LVA_ECU,0.000,0.499
LVA_EGY,0.000,0.433
LVA_ERI,0.000,0.578
LVA_ESP,0.000,0.514
LVA_EST,0.000,0.184
LVA_ETH,0.000,0.721
LVA_FIN,0.000,0.217
LVA_FJI,0.000,0.507
LVA_FLK,0.000,n.a.
LVA_FRA,0.000,0.569
LVA_FRO,0.000,0.174
LVA_FSM,0.000,0.529
LVA_GAB,0.000,0.387
LVA_GBR,0.000,0.272
LVA_GEO,0.000,0.471
LVA_GHA,0.000,0.365
LVA_GIB,0.000,0.209
LVA_GIN,0.000,0.330
LVA_GLP,0.000,n.a.
LVA_GMB,0.000,0.253
LVA_GNB,0.000,0.292
LVA_GNQ,0.000,0.335
LVA_GRC,0.000,0.321
LVA_GRD,0.000,0.273
LVA_GRL,0.000,0.302
LVA_GTM,0.000,0.441
LVA_GUF,0.000,n.a.
LVA_GUM,0.000,0.532
LVA_GUY,0.000,0.359
LVA_HKG,0.000,0.496
LVA_HND,0.000,0.437
LVA_HRV,0.000,0.392
LVA_HTI,0.000,0.294
LVA_HUN,0.000,0.507
LVA_IDN,0.000,0.568
LVA_IND,0.000,0.949
LVA_IRL,0.000,0.228
LVA_IRN,0.000,1.008
LVA_IRQ,0.000,0.693
LVA_ISL,0.000,0.249
LVA_ISR,0.000,0.316
LVA_ITA,0.000,0.309
LVA_JAM,0.000,0.302
LVA_JOR,0.000,0.448
LVA_JPN,0.000,0.744
LVA_KAZ,0.000,1.443
LVA_KEN,0.000,0.646
LVA_KGZ,0.000,1.528
LVA_KHM,0.000,0.577
LVA_KIR,0.000,0.436
LVA_KNA,0.000,0.263
LVA_KOR,0.000,0.726
LVA_KWT,0.000,0.449
LVA_LAO,0.000,0.772
LVA_LBN,0.000,0.311
LVA_LBR,0.000,0.545
LVA_LBY,0.000,0.391
LVA_LCA,0.000,0.269
LVA_LIE,0.000,0.499
LVA_LKA,0.000,0.474
LVA_LSO,0.000,0.625
LVA_LTU,0.000,0.183
LVA_LUX,0.000,0.280
LVA_MAC,0.000,0.496
LVA_MAR,0.000,0.375
LVA_MCO,0.000,0.230
LVA_MDA,0.000,0.470
LVA_MDG,0.000,0.593
LVA_MDV,0.000,0.391
LVA_MEX,0.000,0.626
LVA_MHL,0.000,0.486
LVA_MKD,0.000,0.385
LVA_MLI,0.000,0.654
LVA_MLT,0.000,0.241
LVA_MMR,0.000,0.987
LVA_MNE,0.000,0.278
LVA_MNG,0.000,1.598
LVA_MNP,0.000,0.534
LVA_MOZ,0.000,0.538
LVA_MRT,0.000,0.503
LVA_MSR,0.000,n.a.
LVA_MTQ,0.000,n.a.
LVA_MUS,0.000,0.417
LVA_MWI,0.000,1.010
LVA_MYS,0.000,0.537
LVA_MYT,0.000,n.a.
LVA_NAM,0.000,0.555
LVA_NCL,0.000,0.577
LVA_NER,0.000,0.746
LVA_NFK,0.000,n.a.
LVA_NGA,0.000,0.622
LVA_NIC,0.000,0.511
LVA_NIU,0.000,n.a.
LVA_NLD,0.000,0.252
LVA_NOR,0.000,0.253
LVA_NPL,0.000,1.055
LVA_NRU,0.000,0.500
LVA_NZL,0.000,0.779
LVA_OMN,0.000,0.780
LVA_PAK,0.000,0.959
LVA_PAN,0.000,0.353
LVA_PER,0.000,0.758
LVA_PHL,0.000,0.645
LVA_PLW,0.000,0.513
LVA_PNG,0.000,0.615
LVA_POL,0.000,0.368
LVA_PRI,0.000,0.263
LVA_PRK,0.000,0.780
LVA_PRT,0.000,0.245
LVA_PRY,0.000,0.918
LVA_PSE,0.000,0.282
LVA_PYF,0.000,0.438
LVA_QAT,0.000,0.400
LVA_REU,0.000,n.a.
LVA_ROU,0.000,0.410
LVA_RUS,0.000,0.946
LVA_RWA,0.000,0.864
LVA_SAU,0.000,0.749
LVA_SDN,0.000,0.799
LVA_SEN,0.000,0.310
LVA_SGP,0.000,0.447
LVA_SHN,0.000,n.a.
LVA_SLB,0.000,0.549
LVA_SLE,0.000,0.371
LVA_SLV,0.000,0.349
LVA_SMR,0.000,0.355
LVA_SOM,0.000,0.635
LVA_SPM,0.000,n.a.
LVA_SRB,0.000,0.437
LVA_STP,0.000,0.309
LVA_SUR,0.000,0.338
LVA_SVK,0.000,0.479
LVA_SVN,0.000,0.320
LVA_SWE,0.000,0.393
LVA_SWZ,0.000,0.532
LVA_SYC,0.000,0.384
LVA_SYR,0.000,0.411
LVA_TCA,0.000,0.270
LVA_TCD,0.000,0.931
LVA_TGO,0.000,0.333
LVA_THA,0.000,0.567
LVA_TJK,0.000,1.146
LVA_TKL,0.000,n.a.
LVA_TKM,0.000,1.123
LVA_TLS,0.000,0.579
LVA_TON,0.000,0.481
LVA_TTO,0.000,0.276
LVA_TUN,0.000,0.294
LVA_TUR,0.000,0.518
LVA_TUV,0.000,0.486
LVA_TWN,0.000,n.a.
LVA_TZA,0.000,0.552
LVA_UGA,0.000,0.836
LVA_UKR,0.000,0.363
LVA_URY,0.000,0.696
LVA_USA,0.000,1.203
LVA_UZB,0.000,1.349
LVA_VCT,0.000,0.271
LVA_VEN,0.000,0.444
LVA_VGB,0.000,0.262
LVA_VIR,0.000,0.263
LVA_VNM,0.000,1.057
LVA_VUT,0.000,0.515
LVA_WLF,0.000,n.a.
LVA_WSM,0.000,0.473
LVA_YEM,0.000,0.534
LVA_ZAF,0.000,0.719
LVA_ZMB,0.000,1.100
LVA_ZWE,0.000,0.932
MAC_ABW,0.000,0.360
MAC_AFG,0.000,0.774
MAC_AGO,0.000,0.822
MAC_AIA,0.000,n.a.
MAC_ALB,0.000,0.379
MAC_AND,0.000,0.441
MAC_ANT,0.000,n.a.
MAC_ARE,0.000,0.318
MAC_ARG,0.000,1.097
MAC_ARM,0.000,0.404
MAC_ASM,0.000,0.198
MAC_ATG,0.000,0.376
MAC_AUS,0.000,0.565
MAC_AUT,0.000,0.488
MAC_AZE,0.000,0.555
MAC_BDI,0.000,0.702
MAC_BEL,0.000,0.436
MAC_BEN,0.000,0.450
MAC_BFA,0.000,0.771
MAC_BGD,0.000,0.542
MAC_BGR,0.000,0.483
MAC_BHR,0.000,0.206
MAC_BHS,0.000,0.383
MAC_BIH,0.000,0.380
MAC_BLR,0.000,0.640
MAC_BLZ,0.000,0.412
MAC_BMU,0.000,0.395
MAC_BOL,0.000,1.326
MAC_BRA,0.000,0.916
MAC_BRB,0.000,0.378
MAC_BRN,0.000,0.093
MAC_BTN,0.000,0.542
MAC_BWA,0.000,0.648
MAC_CAF,0.000,0.882
MAC_CAN,0.000,1.856
MAC_CHE,0.000,0.513
MAC_CHL,0.000,0.500
MAC_CHN,0.000,0.701
MAC_CIV,0.000,0.531
MAC_CMR,0.000,0.540
MAC_COD,0.000,0.452
MAC_COG,0.000,0.564
MAC_COK,0.000,n.a.
MAC_COL,0.000,0.765
MAC_COM,0.000,0.215
MAC_CPV,0.000,0.375
MAC_CRI,0.000,0.431
MAC_CUB,0.000,0.422
MAC_CYM,0.000,0.365
MAC_CYP,0.000,0.275
MAC_CZE,0.000,0.654
MAC_DEU,0.000,0.582
MAC_DJI,0.000,0.326
MAC_DMA,0.000,0.376
MAC_DNK,0.000,0.415
MAC_DOM,0.000,0.405
MAC_DZA,0.000,0.550
MAC_ECU,0.000,0.528
MAC_EGY,0.000,0.407
MAC_ERI,0.000,0.459
MAC_ESP,0.000,0.617
MAC_EST,0.000,0.440
MAC_ETH,0.000,0.602
MAC_FIN,0.000,0.473
MAC_FJI,0.000,0.198
MAC_FLK,0.000,n.a.
MAC_FRA,0.000,0.628
MAC_FRO,0.000,0.376
MAC_FSM,0.000,0.104
MAC_GAB,0.000,0.428
MAC_GBR,0.000,0.459
MAC_GEO,0.000,0.487
MAC_GHA,0.000,0.442
MAC_GIB,0.000,0.312
MAC_GIN,0.000,0.455
MAC_GLP,0.000,n.a.
MAC_GMB,0.000,0.378
MAC_GNB,0.000,0.417
MAC_GNQ,0.000,0.380
MAC_GRC,0.000,0.329
MAC_GRD,0.000,0.375
MAC_GRL,0.000,0.446
MAC_GTM,0.000,0.426
MAC_GUF,0.000,n.a.
MAC_GUM,0.000,0.096
MAC_GUY,0.000,0.467
MAC_HKG,0.000,0.042
MAC_HND,0.000,0.510
MAC_HRV,0.000,0.409
MAC_HTI,0.000,0.389
MAC_HUN,0.000,0.525
MAC_IDN,0.000,0.212
MAC_IND,0.000,0.737
MAC_IRL,0.000,0.402
MAC_IRN,0.000,0.827
MAC_IRQ,0.000,0.507
MAC_ISL,0.000,0.443
MAC_ISR,0.000,0.289
MAC_ITA,0.000,0.357
MAC_JAM,0.000,0.385
MAC_JOR,0.000,0.401
MAC_JPN,0.000,0.286
MAC_KAZ,0.000,1.269
MAC_KEN,0.000,0.474
MAC_KGZ,0.000,1.339
MAC_KHM,0.000,0.186
MAC_KIR,0.000,0.205
MAC_KNA,0.000,0.374
MAC_KOR,0.000,0.267
MAC_KWT,0.000,0.263
MAC_LAO,0.000,0.382
MAC_LBN,0.000,0.294
MAC_LBR,0.000,0.640
MAC_LBY,0.000,0.430
MAC_LCA,0.000,0.376
MAC_LIE,0.000,0.517
MAC_LKA,0.000,0.208
MAC_LSO,0.000,0.462
MAC_LTU,0.000,0.435
MAC_LUX,0.000,0.477
